label,img_distance,anomaly_score,z_distance
8,0.1842985898256302,0.35461968183517456,0.010345874354243279
8,0.2876128852367401,0.6639363765716553,0.11834581196308136
8,0.12900200486183167,0.16199705004692078,0.018700288608670235
8,0.1634240746498108,0.23488649725914001,0.046786483377218246
8,0.2113012969493866,0.3097069561481476,0.023271793499588966
8,0.25345367193222046,0.3555084466934204,0.03185733035206795
8,0.1468806266784668,0.2494879961013794,0.01667049340903759
8,0.08006168901920319,0.1675843447446823,0.022308258339762688
8,0.22058312594890594,0.3694499135017395,0.06447004526853561
8,0.13095253705978394,0.30592289566993713,0.054706066846847534
8,0.1910618394613266,0.3722858428955078,0.10320360213518143
8,0.15407338738441467,0.3319554328918457,0.02910921908915043
8,0.0982799157500267,0.20942160487174988,0.013382572680711746
8,0.21956923604011536,0.2962065637111664,0.08222923427820206
8,0.1708800345659256,0.23906847834587097,0.053312998265028
8,0.3360605239868164,0.9407094120979309,0.24213886260986328
8,0.1720677614212036,0.20017404854297638,0.07557568699121475
8,0.2935083210468292,0.4042011797428131,0.230144202709198
8,0.16157998144626617,0.20953720808029175,0.12693366408348083
8,0.18346291780471802,0.3721672296524048,0.0492444708943367
8,0.13701827824115753,0.20877744257450104,0.13516567647457123
8,0.12372825294733047,0.2567976713180542,0.020103819668293
8,0.1856190711259842,0.4169148802757263,0.0372716523706913
8,0.19875697791576385,0.3529855012893677,0.19477470219135284
8,0.25243139266967773,0.6153386235237122,0.03626127541065216
8,0.29801028966903687,0.5585229396820068,0.05634569376707077
8,0.23067553341388702,0.5054359436035156,0.07358665764331818
8,0.26021796464920044,0.5006343126296997,0.004774990025907755
8,0.24199119210243225,0.3938828706741333,0.16960422694683075
8,0.15455709397792816,0.27423185110092163,0.08729051053524017
8,0.29615697264671326,0.6994794607162476,0.1468040943145752
8,0.20076653361320496,0.2969333231449127,0.02719319798052311
8,0.17961333692073822,0.4386458396911621,0.017354680225253105
8,0.2692733108997345,0.45577624440193176,0.04883916303515434
8,0.21970176696777344,0.3929160237312317,0.015023193322122097
8,0.18913933634757996,0.26112180948257446,0.037072326987981796
8,0.19265758991241455,0.3650532364845276,0.03547537326812744
8,0.1480173021554947,0.23575720191001892,0.0399625226855278
8,0.19900915026664734,0.5016064047813416,0.03365831449627876
8,0.1368815302848816,0.2707545757293701,0.016315678134560585
8,0.21732407808303833,0.4207928776741028,0.04374060034751892
8,0.27080440521240234,0.5490946769714355,0.029899319633841515
8,0.16647747159004211,0.26334553956985474,0.03734353557229042
8,0.2683519721031189,0.5307304263114929,0.047213949263095856
8,0.25985127687454224,0.5618019700050354,0.13290590047836304
8,0.2597202956676483,0.4424738883972168,0.11918642371892929
8,0.2203836590051651,0.3138200044631958,0.12640243768692017
8,0.16726750135421753,0.2508392632007599,0.11044934391975403
8,0.1593848168849945,0.33138859272003174,0.07100387662649155
8,0.2090795636177063,0.38979190587997437,0.034590866416692734
8,0.2248494178056717,0.39902299642562866,0.3431735634803772
8,0.2676254212856293,0.3910726308822632,0.03018942102789879
8,0.23749040067195892,0.4267619252204895,0.05022063106298447
8,0.15017680823802948,0.2091137170791626,0.20210319757461548
8,0.16528292000293732,0.37891966104507446,0.05014187842607498
8,0.26706045866012573,0.3957027792930603,0.07508452236652374
8,0.26817095279693604,0.6726990938186646,0.05294537544250488
8,0.21962109208106995,0.32926076650619507,0.03347071260213852
8,0.127602219581604,0.21672852337360382,0.06521161645650864
8,0.18896426260471344,0.2675161361694336,0.21160507202148438
8,0.2446928769350052,0.4927539825439453,0.16228556632995605
8,0.18839962780475616,0.29210391640663147,0.05202993378043175
8,0.1565043032169342,0.22215190529823303,0.06752124428749084
8,0.3010377585887909,0.8828921318054199,0.06362414360046387
8,0.3322184085845947,0.8953579068183899,0.06297148764133453
8,0.1765298992395401,0.23050570487976074,0.1910863071680069
8,0.21181586384773254,0.31875255703926086,0.22547122836112976
8,0.21332772076129913,0.27491331100463867,0.09027310460805893
8,0.24576273560523987,0.7699630260467529,0.1104011982679367
8,0.3867732882499695,0.6951966285705566,0.07986414432525635
8,0.3228287994861603,0.6303455829620361,0.01536623202264309
8,0.22053328156471252,0.3892144560813904,0.014421150088310242
8,0.29154902696609497,0.6513594388961792,0.039465922862291336
8,0.17874865233898163,0.2991737723350525,0.08404355496168137
8,0.2507080137729645,0.5023542642593384,0.03940221667289734
8,0.11860822886228561,0.19580590724945068,0.03299464285373688
8,0.17738455533981323,0.2785734534263611,0.10459379106760025
8,0.4400779902935028,0.8093845844268799,0.2475241869688034
8,0.20886805653572083,0.4144706130027771,0.045883893966674805
8,0.21862870454788208,0.30428439378738403,0.02062661200761795
8,0.148756206035614,0.2800682485103607,0.010667076334357262
8,0.2362983077764511,0.45955920219421387,0.013720626942813396
8,0.16219501197338104,0.22319619357585907,0.052950482815504074
8,0.18279452621936798,0.3474273085594177,0.041828107088804245
8,0.105404794216156,0.1307627260684967,0.16195334494113922
8,0.11855224519968033,0.13628892600536346,0.12081388384103775
8,0.15623126924037933,0.2491510808467865,0.22055716812610626
8,0.22747020423412323,0.4780302047729492,0.03791424632072449
8,0.2537086308002472,0.5222482681274414,0.04173477739095688
8,0.229181170463562,0.44481050968170166,0.03389722853899002
8,0.22115886211395264,0.37708091735839844,0.017789417877793312
8,0.12739844620227814,0.1577633023262024,0.02602631039917469
8,0.20059090852737427,0.29530811309814453,0.06177828833460808
8,0.23383039236068726,0.5515141487121582,0.10176528990268707
8,0.1508648544549942,0.3512217402458191,0.028882460668683052
8,0.2648639678955078,0.45841869711875916,0.05497296154499054
8,0.128957137465477,0.29859673976898193,0.028440048918128014
8,0.17585209012031555,0.24503663182258606,0.08139930665493011
8,0.20637786388397217,0.4963211119174957,0.014674242585897446
8,0.27985814213752747,0.4583500623703003,0.09826715290546417
8,0.2073340117931366,0.4738634526729584,0.05964421108365059
8,0.24865172803401947,0.47948724031448364,0.11007530242204666
8,0.2950303554534912,0.5961204767227173,0.4012709856033325
8,0.18812744319438934,0.34722134470939636,0.07851187139749527
8,0.161683589220047,0.32640451192855835,0.03544081747531891
8,0.13547402620315552,0.17685028910636902,0.04927622526884079
8,0.16903001070022583,0.23296962678432465,0.06464873999357224
8,0.23603932559490204,0.4153279960155487,0.08410220593214035
8,0.21321693062782288,0.40131139755249023,0.0760803073644638
8,0.3011201024055481,0.4065549969673157,0.062274377793073654
8,0.14141243696212769,0.18301527202129364,0.0948861688375473
8,0.09611719101667404,0.15835314989089966,0.015899596735835075
8,0.16371722519397736,0.24237646162509918,0.03183271735906601
8,0.23228877782821655,0.5588817596435547,0.03569281846284866
8,0.30678948760032654,0.6182003021240234,0.08900812268257141
8,0.3222348988056183,0.742782711982727,0.0701787918806076
8,0.18322385847568512,0.28158023953437805,0.29228851199150085
8,0.22004136443138123,0.41780441999435425,0.198065385222435
8,0.3322715759277344,0.7897278070449829,0.06484033167362213
8,0.20606771111488342,0.3282380700111389,0.05623123422265053
8,0.3488157093524933,0.874442458152771,0.0700192078948021
8,0.2304757833480835,0.4657916724681854,0.03640817478299141
8,0.36355912685394287,0.8257445096969604,0.06563582271337509
8,0.3230281472206116,0.5432654023170471,0.07672712951898575
8,0.19463059306144714,0.4220921993255615,0.013411645777523518
8,0.3044329583644867,0.585239827632904,0.07322657853364944
8,0.18103677034378052,0.3786798119544983,0.013561774045228958
8,0.15038730204105377,0.20868901908397675,0.07307912409305573
8,0.28189244866371155,0.8489464521408081,0.06512393057346344
8,0.20380926132202148,0.3553289771080017,0.055691011250019073
8,0.18106432259082794,0.2220156192779541,0.07517608255147934
8,0.2522183358669281,0.6446518898010254,0.05379876121878624
8,0.22380131483078003,0.3429809510707855,0.39353442192077637
8,0.24020977318286896,0.39960747957229614,0.08595824986696243
8,0.23291267454624176,0.3826286196708679,0.03390708938241005
8,0.30918949842453003,1.087639570236206,0.22679854929447174
8,0.1837843656539917,0.3662293255329132,0.024716118350625038
8,0.17845942080020905,0.2819057106971741,0.025791190564632416
8,0.15922558307647705,0.21598054468631744,0.045887384563684464
8,0.1393275260925293,0.16900154948234558,0.04114534705877304
8,0.1625303477048874,0.24215489625930786,0.06222493201494217
8,0.16337381303310394,0.25597476959228516,0.042614374309778214
8,0.1923271119594574,0.25389793515205383,0.08737729489803314
8,0.18126553297042847,0.3371897041797638,0.31001225113868713
8,0.1746458262205124,0.22201426327228546,0.2933841645717621
8,0.14822937548160553,0.3133859634399414,0.013221967034041882
8,0.14403778314590454,0.3535226583480835,0.040272414684295654
8,0.26000306010246277,0.7181224822998047,0.08389956504106522
8,0.1165776327252388,0.23966658115386963,0.015398290008306503
8,0.19438998401165009,0.3579558730125427,0.014202110469341278
8,0.39904534816741943,0.9735541343688965,0.20356345176696777
8,0.2631957232952118,0.6430433988571167,0.11002595722675323
8,0.16212929785251617,0.23436729609966278,0.021907296031713486
8,0.10562639683485031,0.21471279859542847,0.008445462211966515
8,0.16963090002536774,0.21388134360313416,0.029226381331682205
8,0.187789186835289,0.4442260265350342,0.0720025897026062
8,0.11811550706624985,0.22747138142585754,0.008981376886367798
8,0.16670995950698853,0.2223968803882599,0.023508820682764053
8,0.15147161483764648,0.31942301988601685,0.026040522381663322
8,0.21520520746707916,0.4419552683830261,0.032162342220544815
8,0.17234309017658234,0.28477057814598083,0.03903980553150177
8,0.20599676668643951,0.3531320095062256,0.07760223746299744
8,0.14940568804740906,0.3993488550186157,0.027567602694034576
8,0.13502489030361176,0.23400600254535675,0.023500198498368263
8,0.1734301596879959,0.3911669850349426,0.055511098355054855
8,0.15910819172859192,0.4470914304256439,0.030337557196617126
8,0.14204688370227814,0.24547559022903442,0.011137070134282112
8,0.18370577692985535,0.28173601627349854,0.046714767813682556
8,0.12584011256694794,0.22338873147964478,0.012912079691886902
8,0.14632710814476013,0.20186933875083923,0.006902477703988552
8,0.33650895953178406,0.674781322479248,0.12311198562383652
8,0.17084473371505737,0.24816294014453888,0.07945826649665833
8,0.14400039613246918,0.20761623978614807,0.025421885773539543
8,0.15947502851486206,0.2536371350288391,0.026487920433282852
8,0.35605838894844055,1.116239309310913,0.21419769525527954
8,0.14334620535373688,0.3220597505569458,0.02168641984462738
8,0.18821658194065094,0.25567418336868286,0.04423205181956291
8,0.2231384962797165,0.2939707636833191,0.14029048383235931
8,0.1450474113225937,0.24112331867218018,0.044837627559900284
8,0.2196277230978012,0.30867692828178406,0.1634030044078827
8,0.1668521910905838,0.23285894095897675,0.02790878154337406
8,0.16506163775920868,0.25574690103530884,0.3395422399044037
8,0.1702796220779419,0.22842639684677124,0.22785209119319916
8,0.1970488280057907,0.41198357939720154,0.012122495099902153
8,0.17584680020809174,0.2733483910560608,0.06144595146179199
8,0.13663870096206665,0.20368996262550354,0.09652114659547806
8,0.238491952419281,0.35725051164627075,0.06465315818786621
8,0.10989899188280106,0.14501069486141205,0.05220023915171623
8,0.20581257343292236,0.431846022605896,0.3844594955444336
8,0.263987272977829,0.5257688760757446,0.07172776013612747
8,0.14089609682559967,0.19559556245803833,0.02799241989850998
8,0.18511666357517242,0.25364577770233154,0.09611546248197556
8,0.19895821809768677,0.3159469664096832,0.057511813938617706
8,0.12650567293167114,0.33987587690353394,0.10451313853263855
8,0.18252664804458618,0.2408527433872223,0.03477926179766655
8,0.25313177704811096,0.5912342667579651,0.04470821097493172
8,0.12112011015415192,0.18772177398204803,0.0028491809498518705
8,0.12899714708328247,0.21364054083824158,0.0034677311778068542
8,0.2122020423412323,0.3049199879169464,0.09783552587032318
8,0.23136337101459503,0.3607821464538574,0.025257674977183342
8,0.2945863604545593,0.7306430339813232,0.06046011671423912
8,0.2898068130016327,0.6489089727401733,0.08683682233095169
8,0.2920784652233124,0.3793991506099701,0.12912943959236145
8,0.2638845145702362,0.8000550270080566,0.04850512370467186
8,0.2125401794910431,0.32869231700897217,0.034514833241701126
8,0.15780682861804962,0.37790995836257935,0.08483920991420746
8,0.2383725643157959,0.3958437442779541,0.056899212300777435
8,0.13569781184196472,0.1935047209262848,0.02732546254992485
8,0.315824955701828,0.580668568611145,0.13128657639026642
8,0.20165926218032837,0.3283691108226776,0.24591898918151855
8,0.13553211092948914,0.17165404558181763,0.018596189096570015
8,0.21749581396579742,0.42792433500289917,0.14671410620212555
8,0.1746356040239334,0.3912525177001953,0.02142805978655815
8,0.20215637981891632,0.34278565645217896,0.2934785485267639
8,0.24104604125022888,0.5023127794265747,0.09394361078739166
8,0.17122392356395721,0.36248713731765747,0.2136162370443344
8,0.25854912400245667,0.5669775009155273,0.07484950870275497
8,0.20552676916122437,0.4275069832801819,0.056489329785108566
8,0.21562501788139343,0.33611440658569336,0.04310470446944237
8,0.40423816442489624,0.726876437664032,0.17780162394046783
8,0.10823246836662292,0.15170907974243164,0.062750905752182
8,0.27236664295196533,0.6859460473060608,0.12690456211566925
8,0.18220865726470947,0.5058379173278809,0.26461073756217957
8,0.2545680105686188,0.4353533983230591,0.12123333662748337
8,0.12819500267505646,0.15789906680583954,0.015339183621108532
8,0.18954405188560486,0.3825833797454834,0.03404388204216957
8,0.2005026787519455,0.5361430048942566,0.05773451551795006
8,0.2657278776168823,0.5606986880302429,0.09861394762992859
8,0.14993791282176971,0.3988337516784668,0.03366011008620262
8,0.24122144281864166,0.6653180718421936,0.049116190522909164
8,0.17451390624046326,0.3580046594142914,0.006038343999534845
8,0.29460641741752625,0.6123127937316895,0.1546790897846222
8,0.2837759256362915,0.6456292867660522,0.0921291634440422
8,0.28965240716934204,0.4517943263053894,0.22231784462928772
8,0.23472245037555695,0.40117311477661133,0.1087290570139885
8,0.3258834183216095,0.6148738861083984,0.20690660178661346
8,0.23130692541599274,0.8051378726959229,0.03444995358586311
8,0.2410706877708435,0.4249410629272461,0.030038971453905106
8,0.3203567862510681,0.6945269703865051,0.1658499538898468
8,0.15685541927814484,0.3113781213760376,0.06722530722618103
8,0.18869905173778534,0.4253605604171753,0.02569795586168766
8,0.1597415804862976,0.32092663645744324,0.021377380937337875
8,0.22839413583278656,0.41777491569519043,0.09812944382429123
8,0.31654298305511475,0.6032090783119202,0.24983367323875427
8,0.2291279137134552,0.6205219030380249,0.0339348167181015
8,0.23510044813156128,0.4436781704425812,0.042291563004255295
8,0.29766061902046204,0.6005432605743408,0.01059618592262268
8,0.09944601356983185,0.1311941146850586,0.02570597641170025
8,0.1967705488204956,0.2625534236431122,0.08628087490797043
8,0.1590023636817932,0.3440117835998535,0.2523791491985321
8,0.14547647535800934,0.2424820065498352,0.05448773875832558
8,0.2125030755996704,0.4719655513763428,0.06704515218734741
8,0.2777605354785919,0.7263803482055664,0.12412673979997635
8,0.1935037225484848,0.2881932854652405,0.102109394967556
8,0.20121198892593384,0.4031367599964142,0.08758126199245453
8,0.14465980231761932,0.23651118576526642,0.11692298948764801
8,0.1785641610622406,0.2642963230609894,0.02746446803212166
8,0.20408116281032562,0.2619941234588623,0.040333881974220276
8,0.15450583398342133,0.25023555755615234,0.024065393954515457
8,0.23054847121238708,0.29957687854766846,0.060614120215177536
8,0.22790656983852386,0.5776060819625854,0.07566338032484055
8,0.12423340231180191,0.2569977939128876,0.008513348177075386
8,0.2750037908554077,0.5153779983520508,0.046508848667144775
8,0.13314373791217804,0.19808614253997803,0.06169997155666351
8,0.14432662725448608,0.21012656390666962,0.12466172128915787
8,0.18514703214168549,0.2771303951740265,0.34056857228279114
8,0.1928253471851349,0.42943960428237915,0.03264081850647926
8,0.17888756096363068,0.3009759187698364,0.1862093061208725
8,0.2048945128917694,0.5685495138168335,0.35323774814605713
8,0.10870320349931717,0.12903326749801636,0.020901530981063843
8,0.16765539348125458,0.3282293677330017,0.03247637674212456
8,0.12136834859848022,0.16787967085838318,0.07852926105260849
8,0.25980305671691895,0.9776543974876404,0.0974544808268547
8,0.1837223917245865,0.43511492013931274,0.04189422354102135
8,0.1583632230758667,0.32289567589759827,0.05892445892095566
8,0.1928199976682663,0.2746811807155609,0.16194312274456024
8,0.1213860884308815,0.16056880354881287,0.011087117716670036
8,0.1165609061717987,0.29611045122146606,0.012159506790339947
8,0.20799757540225983,0.2648014724254608,0.10520324110984802
8,0.17961393296718597,0.2898937463760376,0.08685930073261261
8,0.2351154386997223,0.7143152952194214,0.3223363161087036
8,0.19872061908245087,0.2974002957344055,0.03069274313747883
8,0.3403400480747223,0.7800828218460083,0.10549437999725342
8,0.18033188581466675,0.3971223831176758,0.033874478191137314
8,0.26063627004623413,0.674456000328064,0.14761103689670563
8,0.14216753840446472,0.1937095820903778,0.04780030623078346
8,0.22172756493091583,0.3177903890609741,0.02323899231851101
8,0.37581104040145874,0.972088098526001,0.16646695137023926
8,0.14227177202701569,0.20002883672714233,0.05205302685499191
8,0.27078595757484436,0.5336587429046631,0.0473933070898056
8,0.2015756070613861,0.4429478049278259,0.016787953674793243
8,0.21753282845020294,0.6599351763725281,0.026161499321460724
8,0.28258830308914185,0.7560967803001404,0.04745689406991005
8,0.20714117586612701,0.3404289484024048,0.22382600605487823
8,0.22676876187324524,0.30268698930740356,0.4069873094558716
8,0.19111734628677368,0.31117671728134155,0.01850612461566925
8,0.09139983355998993,0.16605991125106812,0.008550669066607952
8,0.21053850650787354,0.4072733521461487,0.11643996089696884
8,0.17828841507434845,0.22732895612716675,0.030680660158395767
8,0.12080765515565872,0.21926626563072205,0.0037604314275085926
8,0.12301450222730637,0.22609513998031616,0.03475530818104744
8,0.11892849951982498,0.194151371717453,0.01434379443526268
8,0.18617987632751465,0.32467901706695557,0.041594963520765305
8,0.139208123087883,0.27267807722091675,0.011148111894726753
8,0.135099858045578,0.21483370661735535,0.02588794007897377
8,0.21673521399497986,0.5083867311477661,0.058598898351192474
8,0.21605749428272247,0.6098430752754211,0.032643187791109085
8,0.1889674812555313,0.34781673550605774,0.1851990520954132
8,0.16608132421970367,0.19640612602233887,0.110954150557518
8,0.23892371356487274,0.3469758927822113,0.04202451556921005
8,0.18983961641788483,0.5700077414512634,0.022973040118813515
8,0.13407529890537262,0.30019211769104004,0.018685242161154747
8,0.0916794165968895,0.178984135389328,0.07582945376634598
8,0.26488253474235535,0.44126689434051514,0.04883338510990143
8,0.1085410788655281,0.28307268023490906,0.048081472516059875
8,0.1980227828025818,0.4222570061683655,0.04442150145769119
8,0.28750374913215637,0.3713058829307556,0.03067154809832573
8,0.1743176132440567,0.32952070236206055,0.0363028310239315
8,0.15721124410629272,0.3125138580799103,0.06977652758359909
8,0.15120239555835724,0.3395938277244568,0.02367975190281868
8,0.2640877664089203,0.47245973348617554,0.10464421659708023
8,0.14901475608348846,0.26317864656448364,0.009443736635148525
8,0.20326055586338043,0.5051365494728088,0.1448492854833603
8,0.14259220659732819,0.31013357639312744,0.05531769618391991
8,0.30263227224349976,0.8191671967506409,0.08361031115055084
8,0.2655918002128601,0.8816176056861877,0.3702496290206909
8,0.14191484451293945,0.25828874111175537,0.04875549301505089
8,0.18066152930259705,0.5924094915390015,0.05254403501749039
8,0.17317940294742584,0.44378697872161865,0.06618789583444595
8,0.12708646059036255,0.1804848164319992,0.023026015609502792
8,0.06718072295188904,0.09646300971508026,0.021281633526086807
8,0.13891759514808655,0.18682031333446503,0.1581915020942688
8,0.26250457763671875,0.34570378065109253,0.1414584517478943
8,0.15572893619537354,0.32811227440834045,0.018564393743872643
8,0.13556775450706482,0.40749600529670715,0.010796706192195415
8,0.12376360595226288,0.1453450471162796,0.023479213938117027
